Ngay,mucNuocHN,nuocVeHoaBinh,chayMayHoaBinh,nuocVeTuyenQuang,chayMayTuyenQuan,nuocVeThacBa,chayMayThacBa
22/07/2014,528,4120,2010,1789.7,562.7,1813.951,106.864
23/07/2014,626,3950,2110,1234,726.913,1463.223,39.337
24/07/2014,598,3790,2120,929.8,689.59,874.895,63.867
25/07/2014,536,3560,2410,727.3,636.556,540.3,200.093
26/07/2014,478,3800,2400,747.4,594.571,447.266,4.826
27/07/2014,438,3680,2180,773.5,464.713,448.208,0
28/07/2014,405,3520,2170,680.4,487.989,494.656,101.563
29/07/2014,394,3030,2460,733.3,610.019,342.12,67.525
30/07/2014,396,2950,2440,681.3,697.889,319.357,42.75
31/07/2014,390,3440,2420,551.3,521.565,312.786,117.033
01/08/2014,374,3320,2400,442.6,497.161,278.198,19.027
02/08/2014,343,3550,2420,486.8,643.299,435.734,48.763
03/08/2014,331,1610,2380,578.8,732.048,595.843,13.155
04/08/2014,341,2680,2380,619.4,664.886,510.908,200.543
05/08/2014,363,2430,2390,541.1,681.177,448.751,179.44
06/08/2014,370,2620,2430,470.3,514.655,435.315,120.62
07/08/2014,368,2510,2400,427.5,347.312,316.921,87.855
08/08/2014,359,2950,2430,358.2,496.695,408.231,200.054
09/08/2014,359,2160,2390,549.2,211.262,310.771,122.806
10/08/2014,361,2680,2380,373.1,139.583,319.071,42.196
11/08/2014,340,3320,2380,524.4,436.125,277.421,222.775
12/08/2014,334,3330,2410,772.9,496.373,253.107,108.885
13/08/2014,352,4630,2380,934.2,400.748,571.691,43.209
14/08/2014,414,4420,2400,659.8,393.158,489.877,92.611
15/08/2014,464,2960,2380,544.7,404.287,312.213,49.8
16/08/2014,404,2900,2350,543.7,460.152,286.999,0
17/08/2014,351,2590,2390,476,281.77,483.83,31.75
18/08/2014,324,2930,2350,494.6,419.59,172.949,69.333
19/08/2014,313,3240,2350,919,255.538,487.742,54.12
20/08/2014,325,3050,2350,857.5,242.028,423.068,9.449
21/08/2014,352,2940,2340,625.9,392.742,313.997,64.972
22/08/2014,364,2870,2340,568.4,316.312,364.124,17.495
23/08/2014,345,3120,2350,435.2,301.416,243.557,40.153
24/08/2014,326,3230,2320,514.4,116.78,399.085,0
25/08/2014,329,3180,2330,614.4,339.126,627.608,102.326
26/08/2014,362,3240,2290,760.5,295.206,477.147,46.183
27/08/2014,386,3070,2080,597.5,311.043,291.151,31.925
28/08/2014,362,3230,2060,510.2,169.986,356.549,20.783
29/08/2014,355,3670,2050,567.3,56.26,681.746,14.203
30/08/2014,419,3330,2090,759.8,82.278,447.263,3
31/08/2014,486,3210,2200,626.3,99.183,421.845,0
01/09/2014,453,3010,2280,478.9,50.939,268.943,0
02/09/2014,407,2650,2100,435.8,13.748,400.635,0
03/09/2014,382,2390,2250,466.6,137.105,384.883,60.457
04/09/2014,373,2550,2230,420,172.904,332.924,59.6
05/09/2014,363,2770,2260,374.7,266.758,353.552,26
06/09/2014,350,2510,2210,350.8,142.592,436.054,0
07/09/2014,340,2440,2260,278.9,86.023,385.282,0
08/09/2014,322,2420,2250,304.8,220.801,287.795,89.284
09/09/2014,311,2610,2220,289.1,248.251,232.555,86.55
10/09/2014,307,2340,2240,288.7,401.226,324.367,206.15
11/09/2014,307,2290,2240,271.4,381.818,238.326,201.242
12/09/2014,308,2480,2230,260.9,387.25,265.445,201.242
13/09/2014,310,2610,2260,242.1,212.403,264.809,200.558
14/09/2014,304,1550,2180,346.1,278.978,96.641,140.892
15/09/2014,298,2130,2230,294.7,369.066,121.547,165.75
16/09/2014,303,3080,2230,241,153.097,202.643,111.32
17/09/2014,322,3050,2240,764.8,173.61,394.253,30.625
18/09/2014,355,2450,2230,2084,509.061,804.044,218.577
19/09/2014,414,2380,2220,1646.5,561.893,1291.632,310.933
20/09/2014,508,1980,2180,1400.9,558.627,693.544,347.4
21/09/2014,533,2420,2210,1210.3,549.737,778.773,346.2
22/09/2014,586,2220,2230,973.3,565.813,638.192,345
23/09/2014,578,1960,2250,769.3,560.664,438.988,343.8
24/09/2014,525,2182,2240,658.7,556.82,367.895,329.475
25/09/2014,466,2240,2240,539.9,553.704,369.275,302.4
26/09/2014,427,2030,2170,500.8,553.867,183.318,343.8
27/09/2014,394,1960,2270,474.7,555.8,325.428,343.8
28/09/2014,373,1510,1470,435.5,554.94,213.315,345
29/09/2014,352,2250,1530,531,553.987,326.698,345
30/09/2014,327,1750,1580,465.9,528.211,342.022,303.72
01/10/2014,335,1920,1500,422.6,545.967,270.131,345
02/10/2014,325,1680,1780,379.6,558.632,270.237,345
03/10/2014,320,1510,1470,349.2,421.911,234.844,253.075
04/10/2014,301,1580,1440,320.8,401.766,257.433,247.433
05/10/2014,275,1290,858,360.4,259.198,467.993,345
06/10/2014,292,1550,1125,324.9,189.392,270.237,345
07/10/2014,300,1610,1680,278.1,364.858,215.165,346.2
08/10/2014,303,1500,1430,257.3,312.134,131.158,346.2
09/10/2014,282,1360,1410,265.2,327.305,78.162,347.4
10/10/2014,269,1300,1390,260,296.615,217.686,151.733
11/10/2014,261,1710,1110,262.4,215.312,204.536,166.542
12/10/2014,247,2090,1190,223.3,224.723,171.217,161.217
13/10/2014,234,2280,1800,214.1,184.307,54.569,156.475
14/10/2014,238,1630,2090,208.4,231.827,41.683,171.3
15/10/2014,257,1990,1845,193.2,204.843,180.15,142.25
16/10/2014,260,1810,1710,210.2,186.49,75.217,65.217
17/10/2014,252,2230,1640,204,178.875,143.275,49.505
18/10/2014,236,2270,1690,163.7,50.725,98.077,32.171
19/10/2014,233,1060,1580,167.1,85.421,121.954,0
20/10/2014,208,1480,1400,195,111.195,164.573,98.525
21/10/2014,185,1040,1590,191,328.352,134.769,180.817
22/10/2014,197,910,1010,230.6,525.173,211.994,230
23/10/2014,198,1290,730,197.8,151.83,123.302,225.208
24/10/2014,193,960,900,151.2,12.795,94.058,195.775
25/10/2014,195,1260,615,150.5,51.934,92.112,54.2
26/10/2014,166,1020,930,148,32,93.806,0
27/10/2014,157,540,1220,144.5,141.445,108.525,98.525
28/10/2014,173,580,800,154.2,92.914,114.353,132.3
29/10/2014,192,530,700,172.8,103.576,108.525,98.525
30/10/2014,189,530,630,181.9,100.889,220.384,98.525
31/10/2014,184,448,713,214.5,223.574,159.5,93.5
01/11/2014,167,526,648,204.7,206.758,136.117,210.1
02/11/2014,162,520,678,207.1,219.449,331.115,94.833
03/11/2014,147,461,666,185.6,215.863,101.182,147.253
04/11/2014,152,443,518,181.3,232.326,132.417,122.417
05/11/2014,171,869,635,151.9,258.654,133.715,151.733
06/11/2014,163,2420,965,229.4,152.611,301.408,151.2
07/11/2014,185,1090,1010,683.9,360.116,301.703,151.2
08/11/2014,217,923,820,733.1,555.984,154.863,229.2
09/11/2014,275,1121,816,477.4,555.422,182.187,86.85
10/11/2014,276,1213,967,403.2,555.737,192.959,126.675
11/11/2014,254,1234,1119,422.2,555.805,109.641,155.925
12/11/2014,248,1210,1067,426.6,448.676,124.463,170.7
13/11/2014,241,1495,1237,311.8,231.848,91.692,165.958
14/11/2014,232,1480,1518,290.1,348.972,132.971,94.894
15/11/2014,225,1164,1298,268.1,286.536,123.673,141.75
16/11/2014,213,876,1105,240.7,306.223,154.391,60.125
17/11/2014,195,1090,1269,222.8,319.28,76.934,151.2
18/11/2014,187,987,1300,234.6,300.92,115.098,161.217
19/11/2014,188,920,983,222.6,213.501,115.145,161.217
20/11/2014,184,762,908,193.2,185.531,118.416,220.417
21/11/2014,184,637,677,201.1,165.985,126.673,200.55
22/11/2014,176,681,578,172.8,51.459,109.163,210.833
23/11/2014,172,579,524,209.3,0,139.137,157.025
24/11/2014,159,354,631,178,141.712,103.833,93.833
25/11/2014,156,726,718,193.2,138.995,72.385,118.125
26/11/2014,156,431,767,198,175.634,62.982,108.675
27/11/2014,149,638,546,180.3,262.205,106.621,152.267
28/11/2014,155,1140,476,206.7,328.323,129.005,285.658
29/11/2014,159,359,339,136.1,46.468,109.549,182.717
30/11/2014,147,150,261,142.2,37.268,80.375,70.375
01/12/2014,120,141,275,144,88.297,64.59,54.59
02/12/2014,100,1248,622,142.5,170.764,85.067,75.067
03/12/2014,114,693,531,148.1,174.669,99.775,89.775
04/12/2014,137,532,464,130.8,291.501,86.618,104.317
05/12/2014,149,877,501,181.2,220.809,86.63,104.317
06/12/2014,154,571,479,141.4,239.028,49.162,94.5
07/12/2014,162,570,372,127.3,185.246,116.763,51.425
08/12/2014,146,510,620,145.8,148.628,62.367,80.042
09/12/2014,143,658,555,133.4,127.954,77.837,94.5
10/12/2014,146,517,639,123,79.578,67.398,85.05
11/12/2014,139,641,562,124,98.74,-5.654,94.833
12/12/2014,133,590,463,117.5,51.802,31.935,132.234
13/12/2014,119,482,462,112.7,28.218,101.83,119.375
14/12/2014,117,483,546,111.2,0,64.111,81.645
15/12/2014,109,946,1020,111.9,100.532,45.061,90.092
16/12/2014,108,727,743,116.6,72.051,71.932,89.43
17/12/2014,111,637,629,105.2,94.486,92.339,109.825
18/12/2014,118,572,611,110.3,97.666,77.693,95.167
19/12/2014,128,305,546,107.2,91.09,55.012,99.925
20/12/2014,126,343,525,105.2,75.37,82.836,100.275
21/12/2014,128,352,439,101.8,29.438,85.867,75.867
22/12/2014,120,541,616,101.2,82.639,31.025,75.867
23/12/2014,136,450,454,97.1,99.343,74.125,9.283
24/12/2014,136,488,255,104.6,51.39,39.805,139.442
25/12/2014,116,744,189,93.6,140.246,68.27,85.65
26/12/2014,102,571,421,106.4,60.636,90.892,80.892
27/12/2014,111,482,355,111.7,118.251,95.65,85.65
28/12/2014,108,442,386,95.6,58.377,119.589,0
29/12/2014,84,268,474,119.7,94.274,95.65,85.65
30/12/2014,80,543,345,104.7,115.226,113.294,75.867
31/12/2014,77,812,380.59,101,113,171,23
