Ngay,mucNuocHN,nuocVeHoaBinh,chayMayHoaBinh,nuocVeTuyenQuang,chayMayTuyenQuan,nuocVeThacBa,chayMayThacBa
25/12/2011,137,510,325,81.8,23.729,9.123,49.917
26/12/2011,142,440,361,74.6,146.033,6.046,148.142
27/12/2011,134,520,325,88.9,90.713,2.979,119.4
28/12/2011,132,410,436,89.2,106.396,21.093,112.017
29/12/2011,127,250,315,62.1,85.442,6.712,122.6
30/12/2011,116,491,428,31,0,38.784,154.375
31/12/2011,108,470.451,359.443,75,0,16,81
01/01/2012,98,240,244,66.6,0,60.13,0
02/01/2012,91,277,269,93.3,0,48.569,13.486
03/01/2012,78,390,384,93,17.208,35.095,0
04/01/2012,83,730,396,75.5,0,95.406,60.3
05/01/2012,91,770,302,101.6,11.678,55.018,19.9
06/01/2012,113,650,463,99.6,42.935,25.534,65.758
07/01/2012,125,570,538,63.6,107.221,22.076,112.383
08/01/2012,135,480,437,82.1,0,45.653,60.7
09/01/2012,139,520,453,92.9,77.339,48.68,112.75
10/01/2012,133,460,271,55,50.489,21.595,86.558
11/01/2012,123,530,167,52.4,60.724,35.118,99.975
12/01/2012,114,490,111,58.5,44.799,21.055,60.9
13/01/2012,101,870,142,77,93.237,45.995,60.9
14/01/2012,96,890,1081,73.1,100.489,78.58,118.354
15/01/2012,109,470,1216,143.3,362.639,6.965,269.875
16/01/2012,148,790,1281,148.7,567.113,0,387.3
17/01/2012,203,620,1074,138.2,518.381,10,390.6
18/01/2012,228,610,1283,142.6,565.91,10,392.4
19/01/2012,239,750,1269,113.3,571.5,10,395.4
20/01/2012,242,1080,1313,140.6,155.016,25.12,206.15
21/01/2012,230,820,1157,122.9,225.026,3.099,207.1
22/01/2012,214,720,882,107.1,91.251,25.825,63.25
23/01/2012,182,730,332,48.5,0,64.011,6.586
24/01/2012,160,750,351,59.5,0,57.473,0
25/01/2012,118,850,358,67.3,0,33.754,0
26/01/2012,105,1020,444,69.4,0,81.334,0
27/01/2012,99,1130,645,75.5,0,81.441,0
28/01/2012,93,1250,968,77.5,169.404,22.497,179.025
29/01/2012,100,740,1528,167.1,547.505,8.495,400.5
30/01/2012,159,1200,1458,151.7,607.749,10,405.9
31/01/2012,203,1479,1366,163,549.234,-40.041,414
01/02/2012,220,720,1736,158.4,613.103,81.787,416.7
02/02/2012,233,650,1826,148.7,618.293,44.43,422.1
03/02/2012,253,660,1619,170.9,626.702,8.286,427.5
04/02/2012,256,1050,1613,137.9,629.735,49.033,419.43
05/02/2012,254,870,1457,129.7,633.379,33.012,422.04
06/02/2012,252,850,1281,135.7,630.297,64.267,427.59
07/02/2012,240,300,1247,188.3,623.9,8.037,432.84
08/02/2012,231,398,1633,169.1,662.737,0.436,420.48
09/02/2012,239,350,949,136.7,299.676,56.588,195.979
10/02/2012,227,1400,107,73.7,0,73.953,0
11/02/2012,135,1420,57,46,0,74.06,0
12/02/2012,74,1210,35,46,0,52.766,0
13/02/2012,48,1010,157,66.8,0,98.144,23.905
14/02/2012,49,1520,122,66.8,0,52.885,0
15/02/2012,57,1500,220,59.9,0,74.417,0
16/02/2012,73,1050,286,81.2,72.705,57.966,69.45
17/02/2012,79,70,424,72.2,60.904,70.078,81.55
18/02/2012,107,250,217,62.3,0,69.782,16.825
19/02/2012,116,70,156,59.9,0,53.004,0
20/02/2012,112,380,255,69.5,33.97,67.5,57.5
21/02/2012,101,300,132,80.4,47.123,40.198,73.203
22/02/2012,96,270,113,64.3,47.525,95.159,63.663
23/02/2012,86,350,178,58.5,68.496,57.954,69.45
24/02/2012,75,470,380,50.9,38.137,42.666,54.15
25/02/2012,67,380,403,64.6,0,55.7,45.7
26/02/2012,71,310,312,59.9,0,54.034,22.55
27/02/2012,63,510,721,71.8,27.469,57.966,69.45
28/02/2012,76,610,671,41.9,70.538,49.142,82.075
29/02/2012,99,477,525,58.3,66.173,32.25,22.25
01/03/2012,100,560,548,67.5,98.988,39.418,93.8
02/03/2012,113,510,485,71.1,126.309,52.909,0
03/03/2012,120,650,509,61.3,93.497,67.369,120.715
04/03/2012,129,350,282,56,80.228,62.667,93.505
05/03/2012,123,790,740,60.1,75.554,58.452,133.985
06/03/2012,128,970,969,76.7,92.225,37.655,70.35
07/03/2012,142,990,1060,73.5,118.616,40.528,115.775
08/03/2012,144,1010,942,60.2,121.185,31.868,128.159
09/03/2012,145,880,941,41.5,137.134,38.824,134.818
10/03/2012,126,530,1411,71.3,279.054,33.402,192.373
11/03/2012,141,170,1206,74.5,212.876,64.121,180.35
12/03/2012,161,460,1358,67.2,202.011,35.895,193.533
13/03/2012,166,430,1236,87.7,278.167,15.899,214.375
14/03/2012,181,540,1200,75.2,225.714,49.705,205.629
15/03/2012,179,760,773,64.8,59.998,25.457,139.4
16/03/2012,173,2040,465,47.1,35.927,80.78,70.78
17/03/2012,138,1370,841,65.4,115.902,39.561,70.78
18/03/2012,120,100,1140,58.5,0,51.219,0
19/03/2012,133,940,1011,52.1,25.717,45.733,34.733
20/03/2012,138,2040,579,56.3,72.386,35.988,46.603
21/03/2012,115,1750,470,51.6,0,41.982,11.367
22/03/2012,113,2050,351,40.7,23.802,68.617,58.617
23/03/2012,96,580,1095,59,115.233,48.568,120.958
24/03/2012,70,430,651,100.3,62.689,72.575,83.143
25/03/2012,88,690,743,47.2,0,48.268,17.7
26/03/2012,89,60,1177,69.8,129.355,41.233,133.953
27/03/2012,116,70,1381,53.1,206.456,26.787,180.52
28/03/2012,143,50,1359,78.5,204.441,51.225,204.195
29/03/2012,166,90,1112,66.2,220.311,52.947,205.155
30/03/2012,162,70,979,88.1,219.112,34.677,206.25
31/03/2012,156,120,269,48.7,25.02,292.863,0
01/04/2012,120,60,243,54.4,32.846,70.134,39.84
02/04/2012,102,60,729,70.4,150.299,72.933,103.509
03/04/2012,116,80,952,85.7,217.524,41.931,193.758
04/04/2012,127,90,1123,59.9,162.142,43.727,194.792
05/04/2012,138,120,1191,61.2,179.04,59.722,150
06/04/2012,132,40,1199,68.7,197.481,14.557,184.307
07/04/2012,136,90,1108,128,173.264,206.747,196.747
08/04/2012,148,120,792,209.1,0,109.623,0
09/04/2012,175,65,1111,157,201.728,67.358,196.747
10/04/2012,167,120,1362,82.7,240.562,82.202,52.325
11/04/2012,179,50,1454,78.6,276.3,78.028,107.77
12/04/2012,192,80,1636,127.5,309.031,62.661,52.661
13/04/2012,202,70,1339,127.7,268.784,43.154,92.678
14/04/2012,208,120,1397,160.8,327.266,86.275,96.093
15/04/2012,210,50,1597,100.1,305.985,78.906,167.813
16/04/2012,201,560,1597,112.1,311.172,14.394,162.027
17/04/2012,187,250,1706,119.4,372.244,8.768,214.267
18/04/2012,199,390,1617,83.4,332.852,27.212,231.268
19/04/2012,204,580,1580,98.6,304.812,-38.949,221.4
20/04/2012,194,420,1519,84.8,356.834,95.264,238.7
21/04/2012,193,450,1560,114.4,187.616,75.862,123.203
22/04/2012,192,380,1097,108.2,273.652,6.465,262.64
23/04/2012,189,580,1494,115.4,363.174,23.758,202.452
24/04/2012,191,920,1630,117,418.582,47.575,168.95
25/04/2012,212,1670,1495,66.5,266.631,9.855,130.646
26/04/2012,209,1909,1140,84.9,233.924,68.553,114.428
27/04/2012,195,1990,1416,86.7,166.51,24.291,70.058
28/04/2012,185,2140,1721,100.6,148.702,21.865,86.053
29/04/2012,195,2180,1791,77.3,141.041,64.777,91.8
30/04/2012,201,2206,1684,71.9,76.423,32.439,40.933
01/05/2012,194,2090,1702,66.5,37.403,30,52.867
02/05/2012,184,2150,1678,74.2,183.726,4,103.075
03/05/2012,176,2360,1892,57.6,157.079,2.402,212.533
04/05/2012,187,2650,1920,64.9,425.828,4.432,249.08
05/05/2012,201,2030,2103,138.6,426.978,20.468,244.831
06/05/2012,236,1660,2071,84.1,27.583,12.715,181.621
07/05/2012,246,1460,2049,64.6,171.658,9.4,177.112
08/05/2012,242,1300,2404,82.5,100.236,23.161,242.401
09/05/2012,254,1420,2400,97.6,129.9,16.361,146.428
10/05/2012,279,1250,2423,100,204.716,42.431,206.44
11/05/2012,288,1610,2408,132.7,210.996,-34.452,179.973
12/05/2012,292,1600,2466,122.2,91.354,157.766,27.173
13/05/2012,291,1120,2439,145,0,130.249,16.417
14/05/2012,272,1450,2382,161,82.354,86.141,179.973
15/05/2012,274,1545,2320,140.6,72.538,1.412,180.653
16/05/2012,278,1530,2408,123.9,162.74,62.034,115.491
17/05/2012,269,1835,2451,130.8,304.091,60.375,67.459
18/05/2012,265,1810,2404,113.3,215.478,54.132,27.048
19/05/2012,274,1794,2443,97,427.41,66.378,22.173
20/05/2012,272,1744,2429,137.6,706.872,44.252,0
21/05/2012,278,1880,2381,381.7,684.83,95.63,154.087
22/05/2012,305,1800,2421,280.6,286.86,65.844,72.928
23/05/2012,338,1526,2430,342.9,188.946,98.828,54.647
24/05/2012,332,1230,2405,364,295.647,207.283,197.283
25/05/2012,339,1550,2413,861.6,538.86,461.264,158.8
26/05/2012,382,1910,2409,1007.9,701.65,241.943,179.973
27/05/2012,444,1130,2309,629.2,599.729,181.31,84.455
28/05/2012,416,490,2404,469.9,702.24,140.991,217.847
29/05/2012,390,550,2357,405.3,600.117,112.905,224
30/05/2012,365,1050,2363,717.2,702.844,250,240
31/05/2012,371,1275,2138,470.2,619.695,298.344,201.907
01/06/2012,385,2625,1592,369.4,361.294,183.969,191.28
02/06/2012,339,2885,1695,337.8,331.418,259.29,179.973
03/06/2012,311,2850,1743,309.1,288.003,207.32,179.973
04/06/2012,312,2745,1929,261.9,427.884,66.839,212.533
05/06/2012,323,2638,2071,508.6,329.789,122.41,164.093
06/06/2012,353,2640,1586,748.5,191.538,128.451,170.027
07/06/2012,371,2530,1865,573,394.092,180.687,153.507
08/06/2012,347,2170,1443,986.2,549.889,138.161,93.765
09/06/2012,334,2280,1574,1044.5,720.225,220.483,158.8
10/06/2012,335,1975,1006,773.1,720.9,246.146,10.943
11/06/2012,324,1600,1366,609.2,715.881,184.894,157.488
12/06/2012,297,2125,1711,701.4,715.264,143.825,168.627
13/06/2012,290,2620,1567,881.2,719.758,44.543,190.56
14/06/2012,282,2463,1883,690.7,671.523,90.798,218.667
15/06/2012,296,1781,1661,648.8,714.868,135.099,142.279
16/06/2012,311,2175,1680,552.3,712.468,98.556,88.556
17/06/2012,319,1725,1412,468.4,709.196,87.838,77.838
18/06/2012,300,1730,1533,417.3,705.061,36.37,77.838
19/06/2012,279,1538,1088,365.5,699.372,88.138,78.138
20/06/2012,269,1517,1272,439.7,695.95,144.815,83.347
21/06/2012,260,2088,1185,395.3,656.491,133.475,37.456
22/06/2012,253,2171,1138,364.9,684.137,110.266,83.027
23/06/2012,261,2830,899,852.8,666.317,42.444,170.027
24/06/2012,274,2389,1263,845.6,532.567,54.49,44.49
25/06/2012,263,2354,1349,890.8,554.093,-34.444,245.379
26/06/2012,262,2725,1349,701,678.403,67.963,210
27/06/2012,270,1830,1826,577.7,673.518,63.936,238.444
28/06/2012,295,1900,2035,702.3,675.843,72.248,95.64
29/06/2012,303,2154,1672,989.1,584.864,101.532,74.843
30/06/2012,279,1988,1776,775.8,565.302,102.108,92.108
01/07/2012,306,1772,1252,1299.7,568.288,194.377,0
02/07/2012,316,1545,1421,1091.6,510.652,314.827,0
03/07/2012,332,1910,1626,1002.1,547.913,416.835,46.309
04/07/2012,347,2060,1667,848.7,590.424,305.714,0
05/07/2012,351,2160,1584,703.8,581.369,238.464,0
06/07/2012,333,2210,1474,575.2,560.642,178.421,221.323
07/07/2012,325,1450,2075,520.2,525.122,154.438,320
08/07/2012,329,860,2087,532.8,538.778,396.335,16.275
09/07/2012,348,1533,2262,534.6,679.411,369.639,252.94
10/07/2012,396,1816,2405,502,678.853,426.544,327.3
11/07/2012,433,1767,2469,566.5,685.875,418.45,138.926
12/07/2012,432,1671,2471,539.3,686.971,342.802,169.799
13/07/2012,417,1938,2396,884.4,687.069,368.04,157.5
14/07/2012,422,1787,2430,649.5,468.347,512.724,115.865
15/07/2012,424,641,2006,486.2,447.676,396.174,293.289
16/07/2012,383,1750,1770,409.1,670.014,263.534,383.49
17/07/2012,352,2725,2050,434.4,687.252,272.695,373.62
18/07/2012,345,2608,1872,573.7,589.91,177.448,333.03
19/07/2012,335,2913,1557,710.5,638.293,305.927,240.84
20/07/2012,330,2932,1726,717.1,702.174,761.203,100.59
21/07/2012,369,2842,2411,641.9,459.196,591.304,145.8
22/07/2012,422,2825,2463,601.9,418.255,555.177,161.35
23/07/2012,419,2990,2473,881.6,368.634,446.346,203.76
24/07/2012,419,3000,2397,823.3,448.725,593.398,191.94
25/07/2012,426,3644,2426,1086.9,418.11,637.367,171.296
26/07/2012,439,3950,2371,3064.3,706.101,1146.345,123.141
27/07/2012,577,3170,2382,3381,635.035,1904.797,254.757
28/07/2012,660,3175,2381,2657.2,629.209,1450.628,196.358
29/07/2012,660,3570,2215,2348.7,434.279,1107.417,155.867
30/07/2012,696,5807,2136,1982,655.347,1039.068,205.34
31/07/2012,778,6800,2449,1640.8,671.15,889.177,110.57
01/08/2012,832,6575,2520,1276.2,709.778,664.932,253.937
02/08/2012,827,4716,2550,1225.6,720.269,501.191,301.3
03/08/2012,759,4675,2438,960.7,716.277,476.889,12.854
04/08/2012,681,4627,2435,899.7,708.466,419.873,0
05/08/2012,615,4595,2416,758.9,707.814,357.087,55.7
06/08/2012,579,4640,2442,969.2,693.574,459.061,204.933
07/08/2012,573,5400,2419,917.6,559.41,530.389,201.25
08/08/2012,602,5521,2366,921.6,631.382,623.241,68.595
09/08/2012,622,5408,2370,1122.5,631.611,520.868,161.288
10/08/2012,675,5152,2433,901.8,579.717,394.382,183.579
11/08/2012,709,5042,2429,761.6,653.213,366.277,205.176
12/08/2012,689,4850,2437,696.6,658.439,347.092,84.31
13/08/2012,661,4670,2418,750.9,663.917,512.761,248.793
14/08/2012,628,3517,2438,745.6,559.375,512.274,272.69
15/08/2012,589,3566,2389,670.4,651.422,401.321,263.36
16/08/2012,574,3300,2440,721.7,652.214,315.175,253.908
17/08/2012,579,3520,2431,652.9,624.512,594.231,301.413
18/08/2012,609,5042,2436,1079.6,558.591,756.463,254.583
19/08/2012,722,4220,2431,1564.4,453.036,1596.483,324.8
20/08/2012,774,3610,2391,1148,588.5,1371.422,316.225
21/08/2012,692,2812,2401,936.6,626.524,884.07,331.092
22/08/2012,619,2750,2416,830.8,620.582,739.38,319.042
23/08/2012,606,2380,2379,671.3,620.03,613.137,328.1
24/08/2012,590,2113,2376,608.1,618.276,417.349,352.2
25/08/2012,559,2004,2253,561.1,617.198,362.2,352.2
26/08/2012,510,1395,1788,515,616.787,279.494,352.2
27/08/2012,454,1800,2104,453.9,623.073,280.8,353.4
28/08/2012,435,1730,1515,440.4,620.695,248.524,348.492
29/08/2012,402,1725,1697,399.4,327.86,227.946,327.724
30/08/2012,365,1800,1525,353.6,298.763,212.411,312
31/08/2012,328,1376,1119,340.2,295.961,273.562,345.63
01/09/2012,299,1290,1296,342.7,349.535,224.5,214.5
02/09/2012,305,770,520,352.6,283.86,437.992,208.908
03/09/2012,284,1375,877,268.1,215.653,303.809,183.983
04/09/2012,293,1658,913,298.4,294.365,270.686,233.2
05/09/2012,300,1700,293,264.2,195.631,243.2,233.2
06/09/2012,271,1817,268,260.6,265.001,298.207,233.2
07/09/2012,243,3450,277,247.6,241.755,286.269,248.748
08/09/2012,290,2300,115,281.6,198.118,265.43,227.897
09/09/2012,329,1537,380,277.1,202.483,250.578,213.033
10/09/2012,302,1630,390,251.5,173.144,279.823,297.368
11/09/2012,275,1300,644,244,141.571,248.076,320.64
12/09/2012,258,1108,502,229.5,91.956,167.211,322.02
13/09/2012,249,1425,542,320.1,73.969,504.602,302.283
14/09/2012,233,958,638,322.1,66.728,331.233,211.077
15/09/2012,244,1075,531,313.1,63.46,301.088,125.498
16/09/2012,250,960,503,266,40.958,237.017,88.7
17/09/2012,236,1267,885,226.3,63.372,246.596,153.464
18/09/2012,233,1008,939,208.3,41.702,233.768,168.288
19/09/2012,244,1350,1121,242.8,23.902,134.206,318.18
20/09/2012,246,1567,1445,252.5,10.382,191.362,319.56
21/09/2012,270,2890,1179,246,15.562,136.489,236.835
22/09/2012,272,2170,1718,270.9,0,169.215,48.869
23/09/2012,273,2475,1520,297.6,0,203.561,0
24/09/2012,263,2642,1548,457.6,86.671,354.376,205.764
25/09/2012,282,2630,2002,1253.8,326.321,744.574,177.17
26/09/2012,359,2608,2066,1205.8,329.832,532.608,326.4
27/09/2012,417,2430,2209,719.4,564.683,498.693,235.574
28/09/2012,438,2158,2230,585.1,562.45,295.328,313.5
29/09/2012,431,2058,2217,469.7,560.084,230.086,304.53
30/09/2012,396,1245,2219,434,517.606,184.107,314.61
01/10/2012,374,1670,2225,406.4,442.945,147.126,305.34
02/10/2012,352,1845,2225,336,348.707,186.137,315.99
03/10/2012,343,1811,2227,322.6,391.142,131.772,317.07
04/10/2012,336,1520,2212,374,338.659,288.808,306.66
05/10/2012,328,1700,2102,341.7,325.346,327.07,317.07
06/10/2012,324,1504,1597,300.6,250.957,243.584,317.07
07/10/2012,332,1371,1228,279.3,266.195,300.375,318.18
08/10/2012,307,1678,1164,249.9,231.297,189.331,318.18
09/10/2012,283,2075,1184,260.9,217.891,189.627,318.18
10/10/2012,263,1580,1403,228.1,188.681,119.105,302.583
11/10/2012,258,1708,1477,214.6,210.226,76.869,204.713
12/10/2012,251,1500,1683,209.4,224.019,76.892,204.44
13/10/2012,254,1716,1688,210.9,139.796,43.307,225.378
14/10/2012,265,1442,1769,195,48.406,105.361,232.2
15/10/2012,262,1655,1913,139.2,159.109,89.348,243.164
16/10/2012,267,1720,1783,206,298.376,31.86,185.25
17/10/2012,267,1342,1734,208,298.341,130.625,120.625
18/10/2012,270,770,1619,219,442.207,81.081,125.45
19/10/2012,290,965,1616,170.7,329.553,81.562,125.883
20/10/2012,305,908,1529,221.8,262.126,232.228,4.658
21/10/2012,280,640,1464,176.8,228.998,171.121,24.755
22/10/2012,257,721,1026,231.8,207.341,131.981,312.81
23/10/2012,251,384,803,221.4,217.067,116.859,324.24
24/10/2012,233,375,308,181.9,223.417,118.966,325.59
25/10/2012,196,937,62,203.6,123.437,144.745,323.67
26/10/2012,171,900,38,151.2,85.612,116.242,240.833
27/10/2012,139,604,302,206.6,490.368,73.869,278.6
28/10/2012,140,558,445,224.2,386.881,122.232,299.5
29/10/2012,186,160,443,177.2,234.344,164.851,208.25
30/10/2012,199,200,341,179.1,197.388,173.809,110.41
31/10/2012,170,250,366,177.6,172.139,156.253,172.958
01/11/2012,169,267,317,166.9,104.937,116.892,0
02/11/2012,165,400,285,160.9,73.985,20.43,277.305
03/11/2012,164,400,102,137.7,19.294,76.163,225.72
04/11/2012,148,350,120,140.5,35.048,82.365,178.5
05/11/2012,141,750,670,138.1,63.216,117.983,107.983
06/11/2012,154,250,811,144.4,81.798,146.054,189.05
07/11/2012,175,325,983,174.2,83.248,139.567,103.075
08/11/2012,184,100,897,288.6,109.949,81.341,97.833
09/11/2012,180,600,370,548.9,117.092,98.05,88.05
10/11/2012,170,1150,58,322,132.475,104.509,68.017
11/11/2012,164,1100,110,224.4,125.494,109.379,72.875
12/11/2012,134,813,85,217.5,236.868,84.232,153.708
13/11/2012,132,1050,168,195.7,85.892,106.825,148.75
14/11/2012,142,800,171,163.5,209.5,63.491,159.2
15/11/2012,155,940,129,165.4,213.426,118.35,108.35
16/11/2012,140,1030,321,160.7,206.759,156.976,94.146
17/11/2012,143,1010,473,207.7,183.754,133.057,17.254
18/11/2012,158,600,691,228.2,241.936,115.993,0
19/11/2012,168,410,879,186.9,209.454,119.403,82.875
20/11/2012,192,650,885,223.9,263.725,116.447,132.975
21/11/2012,192,850,1198,153.6,214.182,127.8,117.8
22/11/2012,195,860,1031,186.2,227.342,101.684,118.2
23/11/2012,186,1000,777,177.3,240.24,88,78
24/11/2012,163,430,446,153.8,270.688,100.847,64.331
25/11/2012,141,130,381,162.6,186.258,89.619,0
26/11/2012,140,480,417,157.9,208.015,46.08,9.517
27/11/2012,136,1050,77,141.6,237.521,21.618,117.8
28/11/2012,135,1400,440,145,183.348,112.427,102.427
29/11/2012,143,830,683,141.9,123.582,75.18,118.2
30/11/2012,160,750,592,133.6,149.452,122.892,112.892
01/12/2012,152,780,845,142.4,173.417,73.867,143.308
02/12/2012,161,800,586,152.8,138.219,91.1,1.658
03/12/2012,172,1180,879,128,140.142,80.392,17.372
04/12/2012,177,1210,1193,146.9,89.432,222.553,0
05/12/2012,183,1250,1415,108.4,77.108,116.561,0
06/12/2012,185,910,1484,135.6,129.976,87.467,77.467
07/12/2012,184,990,1382,132.1,200.267,72.835,9.483
08/12/2012,178,920,1075,135.5,227.183,63.399,0
09/12/2012,168,660,854,121,128.901,90.187,0
10/12/2012,170,720,1123,137.9,195.935,32.575,182.842
11/12/2012,176,930,1085,136.6,252.238,45.786,168.017
12/12/2012,200,720,897,133.9,213.611,94.522,57.9
13/12/2012,203,860,972,139.8,254.946,99.359,62.725
14/12/2012,201,915,847,134.7,187.289,99.371,62.725
15/12/2012,201,680,600,139.5,31.416,103.204,13.195
16/12/2012,167,850,400,120.2,0,90.116,0
17/12/2012,154,1010,534,129.7,261.171,70.733,87.45
18/12/2012,150,950,812,119.9,230.612,54.492,177.9
19/12/2012,151,840,763,117.5,228.964,90.009,0
20/12/2012,156,630,870,139.5,249.135,63.399,0
21/12/2012,150,710,772,135.5,253.639,36.717,0
22/12/2012,142,660,913,131,258.095,73.932,37.203
23/12/2012,130,650,472,104.8,144.391,80.438,97.167
24/12/2012,128,560,602,163.8,281.701,-2.375,147.75
25/12/2012,138,810,860,134.7,282.703,55.388,178.5
26/12/2012,168,880,1068,140.4,313.055,39.713,82.875
27/12/2012,191,912,1118,130.4,138.672,57.685,153.867
28/12/2012,190,1130,1331,124.9,113.715,95.347,138.367
29/12/2012,182,600,969,114.2,91.748,84.267,153.708
30/12/2012,173,310,855,91.7,0,89.441,0
31/12/2012,136,338.483,0,106,0,102,0
01/01/2013,140,100,301,97.5,0,68.1,58.1
02/01/2013,148,550,833,106.7,127.64,83.249,179.1
03/01/2013,137,1010,962,97.9,199.995,69.103,138.367
04/01/2013,126,1250,1032,88.8,136.638,36.797,158.667
05/01/2013,136,1260,1054,106,111.236,62.712,0
06/01/2013,151,650,661,91.6,0,20.21,247.042
07/01/2013,135,960,960,102.7,107.992,27.46,201
08/01/2013,144,800,1005,92.3,112.04,23.015,195.975
09/01/2013,144,1110,979,85,122.122,41.139,238.525
10/01/2013,157,1020,989,84.3,122.456,95.784,215.64
11/01/2013,176,1120,1167,84.8,131.761,54.991,148.663
12/01/2013,182,940,975,80.9,100.511,152.93,194.695
13/01/2013,172,700,754,82.3,0,62.904,156.292
14/01/2013,163,910,964,94.1,90.795,46.107,216.58
15/01/2013,153,1120,989,88.1,101.405,18.123,264.934
16/01/2013,154,970,958,92.6,72.434,78.231,196.193
17/01/2013,156,1420,1163,97.5,0,88.548,206.213
18/01/2013,143,1200,913,84.4,0,55.755,45.755
19/01/2013,131,750,472,78.4,48.741,120.468,8.36
20/01/2013,116,380,702,89.5,0,40.313,208.878
21/01/2013,116,788,780,93,56,73.001,266.365
22/01/2013,125,1070,1743,115.8,430.933,33.939,378
23/01/2013,175,550,1532,144.7,519.188,14.226,381
24/01/2013,214,632,1460,130.3,459.676,18.394,382.5
25/01/2013,224,390,1568,120.3,592.056,-0.306,385.8
26/01/2013,221,317,1685,135.8,593.023,-20.237,387.3
27/01/2013,224,93,1858,187.2,597.657,10.756,390.6
28/01/2013,245,405,1923,169.2,603.185,-6.982,393.9
29/01/2013,252,160,1360,150.1,528.825,29.23,378.925
30/01/2013,235,1090,198,140.1,0,42.705,223.45
31/01/2013,175,1270,59,146.3,0,132.344,98.543
01/02/2013,105,460,974,136,132.471,57.089,331.925
02/02/2013,98,380,1813,247.5,608.173,107.156,403.8
03/02/2013,181,170,2119,205.9,609.645,67.274,408.6
04/02/2013,242,80,1780,195.8,628.152,-42.979,411.3
05/02/2013,253,70,1604,178.5,638.528,15.438,373.44
06/02/2013,246,60,1813,153.9,638.618,51.033,360.54
07/02/2013,250,50,1614,145.4,639.036,77.26,361.86
08/02/2013,253,40,1025,172.4,531.657,57.925,362.94
09/02/2013,247,630,551,108.6,28.811,87.036,32.177
10/02/2013,186,280,403,74.2,8.24,68.427,103.286
11/02/2013,146,210,377,73.7,0,125.375,25.609
12/02/2013,131,168,413,108.3,0,93.371,60.9
13/02/2013,100,340,395,73.7,0,77.485,0
14/02/2013,98,490,224,107.1,0,55.05,0
15/02/2013,75,690,212,91.3,0,27.927,152.933
16/02/2013,53,400,1569,117,439.838,52.309,266.369
17/02/2013,121,200,1837,197.7,645.148,83.603,385.29
18/02/2013,213,180,1849,199.2,673.432,26.24,369.6
19/02/2013,239,310,1875,180.1,677.653,29.848,391.958
20/02/2013,250,200,1751,189.6,674.57,54.175,283.12
21/02/2013,249,500,1358,178.7,648.685,79.086,285.06
22/02/2013,243,1450,75,115.2,166.404,39.202,286.8
23/02/2013,176,1600,102,114.1,201.236,105.857,53.043
24/02/2013,126,1020,53,96.9,0,108.822,55.96
25/02/2013,110,990,97,80.6,0,115.511,19.645
26/02/2013,95,1340,271,77.5,64.021,113.037,38.513
27/02/2013,75,1250,315,105.4,45.048,73.663,63.663
28/02/2013,73,1050,306,78,29.536,144.479,26.7
01/03/2013,76,1320,389,99.2,135.79,114.757,298.545
02/03/2013,74,1400,221,105.6,146.786,122.217,26.208
03/03/2013,79,890,188,71.9,140.416,11,0
04/03/2013,67,810,267,84,252.91,12,0
05/03/2013,64,519,487,82,267.676,111.471,79.82
06/03/2013,83,150,631,81.8,344.949,123.808,5.375
07/03/2013,123,390,807,78.4,256.876,25.467,123.9
08/03/2013,137,430,586,88.1,157.628,22.493,99.025
09/03/2013,137,695,631,87.7,193.241,7.318,83.66
10/03/2013,136,217,728,86.6,0,61.143,137.295
11/03/2013,128,527,1092,65.7,122.771,14.961,69.45
12/03/2013,118,800,981,75.5,199.55,31.484,0
13/03/2013,119,593,735,104.9,203.508,31.496,0
14/03/2013,99,571,735,103.8,185.409,10,0
15/03/2013,97,1040,750,128,215.178,33.77,302.294
16/03/2013,121,787,691,103.9,163.87,48.424,187.565
17/03/2013,131,576,632,108,0,-12.426,189.622
18/03/2013,123,760,806,69.8,55.313,0.928,285.795
19/03/2013,124,1380,1119,96.1,166.866,8.862,248.748
20/03/2013,128,844,1409,101.5,149.95,16.471,68.925
21/03/2013,156,1440,1066,104.2,149.136,36.248,5.443
22/03/2013,151,1170,911,95.3,146.964,39.062,49.868
23/03/2013,146,998,1000,89,159.726,31.526,42.32
24/03/2013,140,1100,775,82,99.283,16.808,69.119
25/03/2013,122,1290,1132,74,147.332,30.758,0
26/03/2013,128,1720,1340,84.5,159.62,6.015,58.254
27/03/2013,130,1520,1279,112.5,162.095,30.84,41.563
28/03/2013,125,1580,1342,98.2,191.862,39.651,50.362
29/03/2013,128,1650,1300,109.7,161.577,61.07,71.769
30/03/2013,133,1040,1047,105.2,157.586,41.742,52.429
31/03/2013,144,710,873,84,102.283,48.189,58.864
01/04/2013,149,1000,969,122.4,155.827,57.675,47.675
02/04/2013,147,1230,1015,136.9,160.231,60.362,29.688
03/04/2013,159,1480,976,150,158.479,51.526,62.201
04/04/2013,162,1100,1176,135.8,162.864,30.675,0
05/04/2013,172,1740,1512,145.1,162.687,52.563,42.563
06/04/2013,172,1230,1153,124,157.537,-4.443,6.232
07/04/2013,155,880,883,108,166.863,39.688,29.688
08/04/2013,141,1050,1176,102.6,169.313,22.833,12.833
09/04/2013,132,1180,1268,108.1,191,51.362,0
10/04/2013,121,930,1275,100.5,175.535,52.135,42.135
